,STATISTICAL_MURDER_FLAG,BORO,PERP_SEX,PERP_AGE_GROUP,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,Hour,Month,Year
5292,0,1,0.0,1.0,1.0,2.0,0.0,1.0,4,7,2008
3515,0,2,0.0,1.0,1.0,4.0,1.0,1.0,21,9,2008
21849,0,1,0.0,1.0,2.0,2.0,0.0,1.0,1,4,2016
10821,0,1,0.0,1.0,1.0,1.0,1.0,2.0,22,4,2006
22728,0,3,0.0,1.0,1.0,1.0,0.0,1.0,17,11,2011
15917,0,1,0.0,2.0,3.0,2.0,0.0,3.0,0,4,2010
1024,0,3,0.0,2.0,1.0,1.0,0.0,1.0,15,10,2021
1667,0,0,0.0,1.0,2.0,1.0,0.0,2.0,2,3,2006
22434,0,4,0.0,1.0,3.0,1.0,0.0,2.0,2,4,2014
5550,0,1,0.0,1.0,1.0,0.0,0.0,1.0,2,8,2011
22110,0,0,0.0,1.0,2.0,1.0,0.0,1.0,2,2,2012
21952,0,2,0.0,2.0,1.0,2.0,0.0,1.0,2,7,2012
26956,0,1,0.0,0.0,1.0,2.0,0.0,1.0,21,1,2022
19801,0,1,0.0,1.0,1.0,1.0,0.0,3.0,15,4,2011
24437,0,2,0.0,1.0,1.0,1.0,0.0,1.0,23,1,2017
17381,0,2,1.0,2.0,1.0,2.0,0.0,1.0,20,7,2012
5888,0,1,0.0,1.0,1.0,3.0,0.0,1.0,11,1,2015
14862,0,2,0.0,2.0,1.0,2.0,0.0,3.0,19,9,2006
9029,0,2,0.0,1.0,3.0,1.0,0.0,1.0,20,10,2016
24463,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0,3,2009
1552,0,2,0.0,2.0,4.0,3.0,0.0,1.0,14,1,2014
5401,0,2,0.0,3.0,1.0,2.0,0.0,1.0,18,6,2019
6903,0,1,0.0,1.0,3.0,3.0,0.0,1.0,23,7,2010
13147,0,3,0.0,2.0,2.0,1.0,1.0,2.0,23,9,2009
13719,0,1,0.0,2.0,1.0,2.0,0.0,1.0,18,5,2016
15185,0,1,0.0,2.0,2.0,1.0,0.0,1.0,19,1,2017
14652,0,3,0.0,2.0,2.0,2.0,0.0,2.0,21,3,2020
2920,0,0,0.0,2.0,1.0,0.0,0.0,1.0,18,2,2006
1365,0,0,0.0,1.0,1.0,2.0,0.0,1.0,20,3,2019
10233,0,2,0.0,1.0,3.0,1.0,0.0,1.0,18,6,2011
1236,0,2,0.0,1.0,1.0,2.0,0.0,1.0,1,6,2013
21384,0,3,0.0,1.0,1.0,1.0,0.0,0.0,19,3,2012
12406,0,3,0.0,1.0,1.0,1.0,0.0,1.0,15,2,2009
2524,0,3,0.0,2.0,1.0,0.0,0.0,1.0,17,2,2008
24504,0,1,0.0,3.0,2.0,2.0,0.0,3.0,15,2,2017
24244,0,1,0.0,1.0,1.0,2.0,0.0,1.0,22,1,2015
18865,0,2,0.0,2.0,2.0,2.0,0.0,2.0,5,10,2007
23819,0,4,0.0,1.0,1.0,2.0,0.0,1.0,2,5,2012
26609,0,1,0.0,1.0,2.0,1.0,0.0,2.0,17,2,2022
19583,0,0,0.0,2.0,1.0,2.0,0.0,1.0,2,7,2012
7063,0,0,0.0,1.0,4.0,1.0,0.0,1.0,15,10,2011
22121,0,2,0.0,2.0,1.0,2.0,0.0,1.0,18,6,2012
17114,0,0,0.0,2.0,2.0,1.0,0.0,1.0,2,10,2018
17138,0,2,0.0,2.0,1.0,2.0,0.0,1.0,21,8,2010
26132,0,1,0.0,1.0,1.0,1.0,0.0,1.0,3,8,2022
13698,0,2,0.0,1.0,1.0,1.0,0.0,1.0,1,7,2010
23166,0,2,0.0,2.0,1.0,2.0,0.0,1.0,1,7,2007
23329,0,3,0.0,1.0,1.0,0.0,0.0,1.0,16,1,2011
7902,0,2,0.0,1.0,1.0,2.0,0.0,3.0,4,10,2013
21882,0,0,0.0,1.0,1.0,1.0,0.0,1.0,1,9,2008
12767,0,0,0.0,2.0,1.0,1.0,1.0,1.0,10,2,2009
19383,0,3,0.0,0.0,1.0,4.0,1.0,1.0,19,4,2008
11017,0,2,0.0,3.0,1.0,0.0,0.0,1.0,12,9,2020
7949,0,0,0.0,2.0,2.0,2.0,1.0,2.0,4,7,2006
8028,0,1,0.0,1.0,3.0,2.0,0.0,1.0,22,9,2017
2894,0,0,0.0,1.0,2.0,1.0,0.0,2.0,4,10,2006
26751,0,3,0.0,3.0,1.0,2.0,0.0,1.0,16,6,2022
16356,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0,8,2009
2699,0,2,0.0,0.0,1.0,1.0,0.0,1.0,18,9,2007
3092,0,1,0.0,1.0,3.0,2.0,0.0,3.0,1,10,2014
19288,0,4,0.0,2.0,1.0,1.0,0.0,1.0,6,9,2011
70,0,1,0.0,0.0,2.0,2.0,0.0,2.0,0,9,2010
26595,0,2,0.0,2.0,1.0,3.0,0.0,1.0,18,8,2022
23757,0,3,0.0,3.0,2.0,0.0,0.0,2.0,10,11,2013
25838,0,3,0.0,1.0,3.0,0.0,0.0,1.0,12,12,2022
11904,0,1,0.0,0.0,1.0,2.0,0.0,3.0,20,11,2009
24901,0,3,0.0,1.0,2.0,1.0,0.0,2.0,2,7,2009
14853,0,1,0.0,0.0,1.0,2.0,0.0,2.0,17,6,2021
2438,0,4,0.0,2.0,0.0,1.0,0.0,2.0,8,8,2006
8883,0,0,0.0,2.0,1.0,2.0,0.0,0.0,2,5,2010
10781,0,2,0.0,1.0,1.0,1.0,0.0,1.0,9,5,2018
5982,0,2,0.0,0.0,2.0,1.0,0.0,1.0,2,10,2016
22705,0,3,0.0,1.0,3.0,0.0,0.0,2.0,21,8,2007
14452,0,1,0.0,1.0,2.0,2.0,0.0,1.0,1,9,2008
942,0,0,0.0,2.0,2.0,1.0,0.0,4.0,22,11,2012
26865,0,1,0.0,0.0,1.0,2.0,0.0,1.0,23,5,2022
17314,0,2,0.0,1.0,1.0,1.0,0.0,1.0,12,1,2015
4573,0,2,0.0,0.0,1.0,1.0,0.0,1.0,20,5,2006
1381,0,3,0.0,1.0,1.0,1.0,0.0,1.0,22,10,2015
3025,0,3,0.0,2.0,2.0,2.0,0.0,1.0,10,3,2020
25295,0,1,0.0,2.0,1.0,2.0,0.0,1.0,4,8,2018
7114,0,1,0.0,2.0,1.0,2.0,1.0,1.0,17,1,2014
8368,0,2,0.0,1.0,1.0,0.0,0.0,1.0,0,8,2008
3985,0,2,0.0,2.0,1.0,2.0,0.0,1.0,4,5,2007
11798,0,2,0.0,2.0,1.0,2.0,0.0,1.0,10,8,2010
8960,0,2,0.0,1.0,2.0,2.0,0.0,2.0,4,7,2008
138,0,1,0.0,2.0,1.0,2.0,0.0,1.0,18,10,2008
22139,0,0,0.0,0.0,1.0,1.0,0.0,1.0,23,6,2011
12898,0,2,0.0,2.0,1.0,2.0,0.0,1.0,2,4,2015
19886,0,0,0.0,1.0,1.0,2.0,0.0,2.0,23,1,2013
17382,0,1,0.0,1.0,2.0,1.0,0.0,2.0,12,3,2008
15392,0,4,0.0,1.0,1.0,0.0,1.0,1.0,13,9,2011
23039,0,0,0.0,2.0,1.0,1.0,0.0,1.0,5,1,2012
7295,0,2,0.0,1.0,1.0,3.0,0.0,1.0,4,9,2007
22441,0,3,0.0,1.0,2.0,2.0,0.0,1.0,21,11,2014
10914,0,1,0.0,1.0,1.0,1.0,0.0,3.0,20,11,2013
1001,0,1,0.0,2.0,1.0,1.0,0.0,1.0,4,1,2007
26186,0,2,0.0,1.0,1.0,1.0,0.0,1.0,20,4,2022
20970,0,2,0.0,2.0,1.0,1.0,0.0,1.0,21,10,2011
18981,0,2,0.0,1.0,1.0,2.0,0.0,1.0,18,8,2008
23391,0,1,0.0,1.0,1.0,1.0,0.0,3.0,21,9,2009
26767,0,2,0.0,3.0,2.0,3.0,0.0,2.0,19,10,2022
7059,0,3,0.0,2.0,1.0,2.0,0.0,1.0,4,3,2009
18038,0,0,0.0,2.0,1.0,2.0,0.0,1.0,9,10,2020
15321,0,2,0.0,1.0,1.0,3.0,0.0,4.0,23,7,2010
4954,0,1,0.0,1.0,1.0,0.0,1.0,2.0,22,4,2006
15922,0,2,0.0,2.0,2.0,1.0,1.0,0.0,19,1,2020
19082,0,3,0.0,1.0,1.0,1.0,0.0,1.0,2,8,2007
19071,0,0,0.0,2.0,1.0,1.0,1.0,1.0,2,5,2010
12840,0,3,0.0,2.0,1.0,2.0,0.0,1.0,10,4,2015
15853,0,1,0.0,2.0,2.0,0.0,1.0,2.0,9,12,2015
4764,0,2,0.0,2.0,1.0,2.0,0.0,1.0,16,5,2011
5078,0,1,0.0,2.0,2.0,2.0,0.0,1.0,0,7,2011
7215,0,2,0.0,1.0,1.0,2.0,1.0,1.0,7,3,2019
5408,0,2,0.0,1.0,1.0,2.0,0.0,1.0,1,7,2018
4541,0,2,1.0,2.0,1.0,2.0,0.0,1.0,16,9,2019
2737,0,4,0.0,1.0,1.0,0.0,1.0,1.0,2,11,2017
26684,0,3,0.0,1.0,1.0,2.0,0.0,3.0,3,8,2022
10241,0,0,0.0,1.0,1.0,1.0,0.0,1.0,16,8,2020
18268,0,1,0.0,2.0,1.0,2.0,0.0,1.0,23,4,2014
1966,0,2,0.0,0.0,1.0,0.0,0.0,1.0,21,5,2006
2975,0,0,0.0,1.0,1.0,1.0,0.0,1.0,4,3,2008
22871,0,1,0.0,1.0,1.0,0.0,0.0,1.0,23,5,2011
11499,0,1,0.0,1.0,3.0,1.0,0.0,1.0,20,12,2014
12018,0,3,0.0,1.0,2.0,1.0,0.0,3.0,22,11,2011
15266,0,3,0.0,0.0,1.0,1.0,0.0,1.0,22,11,2021
21930,0,0,0.0,1.0,1.0,2.0,0.0,1.0,3,6,2017
7894,0,0,0.0,1.0,1.0,1.0,0.0,1.0,12,10,2019
9505,0,4,0.0,1.0,1.0,1.0,0.0,1.0,4,4,2010
17645,0,1,0.0,1.0,2.0,2.0,0.0,2.0,2,9,2007
12405,0,0,0.0,1.0,3.0,1.0,0.0,2.0,23,6,2008
2145,0,3,0.0,2.0,1.0,1.0,0.0,1.0,7,3,2021
23809,0,1,0.0,2.0,1.0,2.0,0.0,1.0,23,12,2007
4355,0,0,1.0,1.0,2.0,1.0,0.0,2.0,20,4,2014
20058,0,1,0.0,0.0,1.0,2.0,0.0,1.0,2,8,2007
16552,0,4,0.0,1.0,1.0,1.0,0.0,1.0,19,4,2006
23457,0,2,0.0,1.0,1.0,2.0,0.0,3.0,15,7,2007
20780,0,0,0.0,1.0,1.0,1.0,0.0,1.0,20,5,2013
7222,0,2,0.0,2.0,1.0,2.0,0.0,1.0,3,7,2013
13832,0,2,0.0,1.0,1.0,2.0,0.0,1.0,17,1,2016
5357,0,3,0.0,2.0,1.0,2.0,0.0,1.0,16,1,2017
13278,0,1,0.0,2.0,2.0,2.0,0.0,4.0,3,2,2006
20808,0,1,0.0,1.0,1.0,2.0,0.0,1.0,21,5,2015
7261,0,2,0.0,1.0,1.0,0.0,0.0,1.0,18,7,2012
3357,0,2,0.0,2.0,1.0,3.0,0.0,1.0,23,9,2016
11150,0,3,0.0,1.0,1.0,1.0,0.0,2.0,1,12,2020
1495,0,1,0.0,1.0,1.0,3.0,0.0,1.0,0,10,2021
554,0,1,0.0,2.0,1.0,1.0,0.0,1.0,1,10,2006
15741,0,2,0.0,2.0,1.0,2.0,0.0,1.0,4,6,2020
16188,0,2,0.0,2.0,1.0,2.0,0.0,1.0,12,10,2006
25881,0,3,0.0,1.0,1.0,2.0,0.0,2.0,18,9,2022
2217,0,3,0.0,2.0,1.0,2.0,0.0,2.0,17,6,2020
20817,0,2,0.0,1.0,1.0,1.0,0.0,1.0,2,8,2015
17422,0,2,0.0,0.0,1.0,1.0,0.0,1.0,13,10,2019
13267,0,2,0.0,1.0,1.0,1.0,0.0,1.0,1,8,2008
2176,0,3,0.0,1.0,1.0,3.0,0.0,1.0,18,3,2015
18600,0,2,0.0,1.0,1.0,1.0,0.0,1.0,2,6,2012
11922,0,2,0.0,1.0,1.0,0.0,0.0,1.0,18,6,2020
22406,0,1,0.0,2.0,1.0,2.0,0.0,1.0,17,10,2017
2597,0,2,0.0,2.0,1.0,0.0,1.0,1.0,21,4,2011
7677,0,2,0.0,2.0,2.0,2.0,0.0,2.0,3,5,2006
4066,0,2,0.0,2.0,1.0,2.0,0.0,3.0,4,3,2011
7888,0,1,0.0,0.0,1.0,0.0,0.0,1.0,17,9,2021
6810,0,1,0.0,2.0,1.0,1.0,0.0,1.0,21,8,2010
16926,0,3,0.0,2.0,1.0,2.0,0.0,1.0,3,8,2013
6505,0,2,0.0,2.0,2.0,2.0,0.0,1.0,0,7,2015
13568,0,1,0.0,2.0,1.0,1.0,0.0,1.0,2,2,2012
20042,0,1,0.0,2.0,1.0,2.0,0.0,3.0,0,5,2007
12189,0,1,0.0,2.0,2.0,2.0,0.0,1.0,0,8,2018
19543,0,3,0.0,1.0,3.0,1.0,0.0,1.0,13,4,2015
12933,0,0,0.0,2.0,1.0,2.0,0.0,1.0,1,7,2018
12937,0,0,0.0,2.0,1.0,1.0,0.0,1.0,23,5,2020
25044,0,3,0.0,0.0,1.0,2.0,0.0,3.0,16,3,2015
953,0,2,0.0,1.0,1.0,2.0,0.0,0.0,17,6,2013
9059,0,1,0.0,2.0,1.0,1.0,0.0,2.0,0,10,2006
27186,0,0,0.0,2.0,4.0,2.0,0.0,4.0,3,3,2022
17554,0,3,0.0,2.0,3.0,0.0,0.0,2.0,3,7,2006
5867,0,3,0.0,2.0,1.0,0.0,0.0,2.0,23,7,2008
18464,0,0,0.0,2.0,2.0,1.0,0.0,1.0,2,10,2020
15326,0,0,0.0,1.0,2.0,2.0,0.0,1.0,2,5,2008
143,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0,6,2009
8552,0,1,0.0,0.0,3.0,0.0,0.0,1.0,22,12,2015
22163,0,0,0.0,0.0,1.0,2.0,0.0,3.0,23,3,2007
11756,0,1,0.0,0.0,1.0,1.0,0.0,3.0,0,11,2007
10775,0,2,0.0,2.0,1.0,2.0,0.0,2.0,21,5,2019
3462,0,2,0.0,2.0,1.0,1.0,0.0,2.0,0,5,2012
10712,0,2,0.0,1.0,1.0,1.0,0.0,1.0,13,2,2008
21601,0,3,0.0,0.0,3.0,2.0,0.0,3.0,1,12,2008
10767,0,1,0.0,0.0,3.0,2.0,1.0,3.0,22,8,2008
17293,0,2,0.0,1.0,3.0,3.0,0.0,3.0,21,10,2010
4058,0,1,0.0,1.0,1.0,1.0,0.0,1.0,21,3,2012
2633,0,3,0.0,1.0,2.0,0.0,1.0,2.0,2,7,2008
4198,0,3,0.0,1.0,2.0,3.0,0.0,2.0,6,11,2015
20014,0,1,0.0,2.0,1.0,2.0,0.0,1.0,3,1,2020
27141,0,3,0.0,1.0,2.0,2.0,0.0,1.0,23,3,2022
1656,0,1,0.0,2.0,2.0,2.0,0.0,2.0,21,11,2007
2275,0,0,0.0,1.0,1.0,2.0,0.0,1.0,1,7,2018
17046,0,3,0.0,2.0,3.0,4.0,0.0,3.0,23,7,2021
12313,0,1,0.0,2.0,1.0,2.0,0.0,2.0,21,10,2018
14167,0,2,0.0,0.0,1.0,2.0,0.0,1.0,16,4,2009
1352,0,2,0.0,1.0,1.0,1.0,0.0,1.0,15,5,2010
24266,0,0,0.0,1.0,1.0,1.0,0.0,1.0,2,12,2015
16529,0,2,0.0,1.0,1.0,1.0,0.0,1.0,22,5,2011
15600,0,4,0.0,1.0,1.0,3.0,1.0,2.0,19,10,2006
12096,0,1,0.0,2.0,3.0,2.0,0.0,0.0,16,5,2020
529,0,2,0.0,1.0,1.0,1.0,0.0,1.0,16,9,2020
24150,0,1,0.0,1.0,1.0,1.0,0.0,3.0,21,12,2011
22553,0,3,0.0,1.0,1.0,2.0,0.0,1.0,5,8,2020
8315,0,1,0.0,3.0,1.0,2.0,0.0,1.0,23,9,2010
3726,0,2,0.0,1.0,1.0,2.0,0.0,3.0,16,5,2008
12940,0,2,0.0,1.0,1.0,1.0,0.0,1.0,19,6,2020
1764,0,2,0.0,4.0,1.0,3.0,1.0,1.0,22,7,2007
22820,0,1,0.0,0.0,1.0,2.0,0.0,1.0,14,9,2009
13165,0,1,0.0,1.0,1.0,0.0,0.0,1.0,20,1,2019
3416,0,2,0.0,1.0,1.0,2.0,0.0,3.0,18,6,2009
10210,0,2,0.0,0.0,1.0,2.0,0.0,1.0,1,10,2012
6492,0,2,0.0,0.0,1.0,1.0,0.0,1.0,22,5,2007
45,0,3,0.0,2.0,2.0,1.0,0.0,2.0,4,10,2009
10526,0,1,0.0,1.0,1.0,1.0,0.0,3.0,18,4,2021
18609,0,2,0.0,2.0,1.0,2.0,0.0,1.0,7,6,2011
3508,0,1,0.0,2.0,0.0,3.0,0.0,0.0,20,12,2010
23966,0,1,0.0,2.0,1.0,2.0,0.0,1.0,23,8,2018
1091,0,2,0.0,2.0,1.0,1.0,0.0,1.0,3,7,2008
12363,0,2,0.0,0.0,1.0,2.0,0.0,1.0,17,4,2009
8615,0,3,0.0,1.0,2.0,2.0,0.0,1.0,23,11,2017
7735,0,2,0.0,2.0,1.0,2.0,0.0,1.0,15,4,2007
24207,0,0,0.0,2.0,1.0,2.0,0.0,1.0,23,8,2020
18759,0,1,0.0,0.0,1.0,0.0,1.0,2.0,1,4,2009
99,0,1,0.0,0.0,1.0,0.0,0.0,1.0,21,7,2012
2725,0,1,0.0,0.0,1.0,1.0,0.0,4.0,0,6,2007
21153,0,2,0.0,2.0,1.0,2.0,0.0,1.0,19,6,2017
2453,0,1,0.0,1.0,1.0,0.0,0.0,3.0,11,4,2017
11021,0,1,0.0,1.0,1.0,1.0,0.0,1.0,4,5,2012
15132,0,4,0.0,2.0,1.0,1.0,0.0,1.0,1,8,2017
25987,0,2,0.0,2.0,1.0,1.0,0.0,1.0,15,3,2022
1328,0,1,0.0,0.0,1.0,0.0,0.0,2.0,21,7,2015
10249,0,0,0.0,1.0,1.0,1.0,0.0,1.0,19,10,2007
5960,0,2,0.0,1.0,2.0,2.0,0.0,2.0,15,9,2020
3628,0,0,1.0,1.0,1.0,1.0,0.0,1.0,14,5,2013
11586,0,3,0.0,2.0,1.0,2.0,0.0,1.0,3,11,2017
6337,0,0,0.0,1.0,2.0,1.0,0.0,4.0,16,11,2021
24001,0,3,0.0,0.0,1.0,0.0,0.0,1.0,23,9,2020
25538,0,2,0.0,1.0,1.0,0.0,0.0,1.0,20,11,2019
12137,0,0,0.0,2.0,2.0,2.0,0.0,2.0,8,10,2009
8752,0,3,0.0,1.0,1.0,2.0,0.0,1.0,16,10,2021
13408,0,1,0.0,1.0,1.0,2.0,0.0,1.0,20,1,2012
16287,0,2,0.0,1.0,1.0,2.0,0.0,1.0,11,6,2017
26136,0,3,0.0,1.0,1.0,3.0,1.0,1.0,15,9,2022
6509,0,0,0.0,1.0,1.0,2.0,0.0,1.0,22,5,2021
19244,0,0,0.0,2.0,0.0,3.0,0.0,1.0,21,5,2021
9413,0,1,0.0,1.0,2.0,0.0,0.0,1.0,21,10,2006
20767,0,0,0.0,2.0,1.0,2.0,0.0,1.0,12,10,2020
25127,0,1,0.0,1.0,1.0,3.0,0.0,1.0,16,2,2007
24872,0,3,0.0,1.0,1.0,2.0,0.0,4.0,23,12,2017
4580,0,0,0.0,2.0,1.0,1.0,0.0,1.0,2,8,2021
17514,0,1,0.0,2.0,1.0,1.0,1.0,1.0,19,7,2021
26726,0,2,0.0,2.0,2.0,1.0,0.0,1.0,15,9,2022
9650,0,2,0.0,1.0,1.0,2.0,0.0,1.0,21,11,2007
7592,0,2,0.0,2.0,1.0,2.0,0.0,1.0,17,10,2007
16165,0,2,0.0,2.0,1.0,0.0,0.0,1.0,19,6,2011
20711,0,0,0.0,2.0,1.0,1.0,0.0,1.0,1,9,2009
8097,0,0,0.0,0.0,1.0,0.0,0.0,1.0,15,1,2012
4088,0,0,0.0,0.0,3.0,0.0,0.0,2.0,22,9,2011
5946,0,2,0.0,0.0,1.0,0.0,1.0,1.0,23,11,2020
16548,0,1,0.0,1.0,1.0,0.0,0.0,1.0,20,8,2014
18592,0,2,0.0,1.0,1.0,1.0,0.0,1.0,17,4,2008
11069,0,3,0.0,1.0,1.0,2.0,1.0,1.0,2,11,2021
21725,0,4,0.0,1.0,1.0,1.0,1.0,1.0,1,10,2011
22042,0,0,0.0,0.0,1.0,2.0,0.0,1.0,2,7,2015
24842,0,1,0.0,1.0,3.0,2.0,0.0,3.0,16,12,2012
25708,0,4,0.0,3.0,1.0,3.0,1.0,1.0,5,9,2022
20137,0,1,0.0,2.0,1.0,1.0,0.0,1.0,9,9,2020
23660,0,3,0.0,1.0,2.0,2.0,0.0,3.0,23,4,2006
20480,0,0,0.0,1.0,1.0,2.0,0.0,1.0,3,1,2017
14978,0,2,0.0,1.0,1.0,1.0,0.0,1.0,14,3,2007
10149,0,1,0.0,1.0,2.0,2.0,0.0,1.0,18,10,2020
24055,0,3,0.0,1.0,1.0,0.0,0.0,1.0,16,7,2018
10933,0,4,0.0,1.0,1.0,1.0,0.0,1.0,3,12,2011
25589,0,2,0.0,2.0,2.0,1.0,0.0,3.0,22,5,2008
5790,0,3,0.0,2.0,1.0,3.0,0.0,1.0,19,5,2020
2158,0,2,0.0,1.0,2.0,1.0,0.0,1.0,16,7,2016
18816,0,1,0.0,1.0,1.0,1.0,0.0,3.0,2,12,2021
22170,0,1,0.0,1.0,1.0,1.0,0.0,1.0,18,4,2006
13231,0,1,0.0,0.0,1.0,1.0,1.0,2.0,15,6,2011
19431,0,0,0.0,1.0,1.0,2.0,0.0,1.0,3,7,2016
21712,0,2,0.0,2.0,1.0,1.0,0.0,1.0,18,10,2017
16626,0,1,0.0,2.0,3.0,0.0,1.0,2.0,22,4,2006
25785,0,3,0.0,2.0,1.0,1.0,0.0,1.0,23,5,2022
9021,0,0,0.0,0.0,1.0,1.0,0.0,1.0,18,9,2016
16206,0,2,0.0,1.0,1.0,2.0,0.0,2.0,3,5,2010
16925,0,2,0.0,1.0,1.0,3.0,0.0,1.0,16,11,2009
19092,0,0,0.0,2.0,1.0,3.0,1.0,1.0,6,9,2009
25107,0,2,0.0,1.0,1.0,1.0,0.0,1.0,14,5,2006
15987,0,3,0.0,1.0,1.0,1.0,0.0,3.0,2,9,2012
21090,0,3,1.0,2.0,1.0,3.0,0.0,1.0,17,1,2020
7239,0,1,0.0,1.0,2.0,1.0,0.0,1.0,17,5,2021
3101,0,1,0.0,1.0,3.0,0.0,0.0,2.0,0,8,2011
17025,0,1,0.0,1.0,2.0,2.0,0.0,2.0,21,8,2016
9062,0,0,0.0,2.0,1.0,2.0,0.0,1.0,21,11,2013
21629,0,2,0.0,0.0,1.0,1.0,0.0,1.0,23,6,2008
3701,0,2,0.0,3.0,0.0,1.0,0.0,0.0,15,12,2006
17608,0,1,0.0,1.0,1.0,1.0,0.0,1.0,3,9,2013
23879,0,2,0.0,2.0,4.0,2.0,0.0,1.0,5,5,2012
2997,0,2,0.0,4.0,2.0,4.0,1.0,2.0,14,7,2010
24703,0,2,0.0,1.0,1.0,1.0,0.0,1.0,7,8,2006
18196,0,0,0.0,1.0,1.0,2.0,0.0,1.0,3,5,2008
18623,0,2,0.0,1.0,1.0,2.0,0.0,1.0,6,11,2010
8296,0,1,0.0,2.0,1.0,1.0,0.0,1.0,3,10,2012
24334,0,2,0.0,0.0,1.0,2.0,0.0,1.0,0,6,2018
2513,0,1,0.0,2.0,0.0,2.0,0.0,0.0,2,6,2006
16346,0,3,0.0,0.0,2.0,1.0,1.0,1.0,23,6,2006
16122,0,3,0.0,1.0,1.0,1.0,0.0,1.0,19,12,2015
23435,0,2,0.0,1.0,1.0,2.0,0.0,1.0,19,9,2008
19984,0,3,0.0,1.0,3.0,2.0,0.0,1.0,7,9,2011
3850,0,2,0.0,2.0,1.0,3.0,1.0,1.0,1,4,2018
24798,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0,12,2017
8903,0,0,0.0,4.0,0.0,2.0,0.0,0.0,12,11,2012
18784,0,2,0.0,1.0,1.0,2.0,0.0,4.0,0,7,2020
3695,0,1,0.0,2.0,2.0,2.0,0.0,3.0,13,5,2017
10339,0,1,0.0,2.0,2.0,0.0,1.0,1.0,0,6,2016
5706,0,1,0.0,1.0,1.0,2.0,0.0,1.0,18,3,2012
16175,0,0,0.0,1.0,1.0,1.0,0.0,1.0,14,4,2017
18616,0,3,0.0,1.0,1.0,1.0,0.0,1.0,23,8,2012
2763,0,1,0.0,2.0,2.0,0.0,0.0,3.0,17,8,2013
26776,0,1,0.0,2.0,2.0,1.0,0.0,1.0,16,2,2022
17264,0,0,0.0,0.0,4.0,1.0,0.0,2.0,1,6,2019
22245,0,3,0.0,2.0,1.0,3.0,0.0,1.0,0,7,2019
22168,0,2,0.0,1.0,3.0,2.0,0.0,1.0,16,11,2013
8512,0,3,0.0,1.0,1.0,0.0,0.0,2.0,23,7,2008
22254,0,2,0.0,2.0,1.0,1.0,0.0,1.0,15,6,2013
4038,0,2,0.0,1.0,2.0,1.0,0.0,1.0,23,6,2007
20553,0,2,0.0,1.0,1.0,1.0,0.0,1.0,20,12,2020
24684,0,2,0.0,1.0,1.0,1.0,0.0,1.0,9,12,2008
9559,0,0,0.0,0.0,4.0,1.0,0.0,1.0,17,12,2014
11636,0,2,0.0,2.0,1.0,2.0,0.0,1.0,23,6,2007
1826,0,1,0.0,3.0,1.0,2.0,1.0,1.0,23,7,2021
21292,0,2,0.0,1.0,1.0,2.0,0.0,1.0,17,10,2014
21658,0,1,0.0,2.0,1.0,2.0,0.0,3.0,2,6,2012
2936,0,1,0.0,1.0,1.0,2.0,0.0,1.0,13,10,2021
9125,0,3,0.0,0.0,1.0,1.0,0.0,1.0,22,4,2008
23030,0,1,0.0,1.0,3.0,0.0,1.0,3.0,2,5,2007
25132,0,1,0.0,2.0,1.0,2.0,0.0,1.0,23,8,2008
25011,0,0,0.0,2.0,1.0,2.0,0.0,1.0,3,7,2016
10573,0,0,0.0,3.0,1.0,2.0,0.0,1.0,22,9,2007
25992,0,2,0.0,1.0,0.0,1.0,0.0,3.0,4,1,2022
15207,0,1,0.0,1.0,2.0,1.0,0.0,2.0,20,7,2007
4082,0,1,0.0,2.0,1.0,0.0,0.0,1.0,7,11,2021
9385,0,1,0.0,1.0,3.0,1.0,0.0,1.0,23,6,2015
26017,0,2,0.0,2.0,1.0,3.0,0.0,1.0,22,6,2022
7726,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0,7,2016
15023,0,2,0.0,1.0,1.0,1.0,0.0,3.0,18,7,2018
20475,0,4,0.0,1.0,1.0,3.0,0.0,1.0,23,12,2012
26507,0,3,0.0,1.0,2.0,1.0,0.0,2.0,15,1,2022
12689,0,1,0.0,1.0,1.0,1.0,1.0,2.0,19,12,2016
7579,0,3,0.0,1.0,1.0,2.0,0.0,1.0,6,7,2008
15621,0,1,0.0,1.0,2.0,0.0,0.0,2.0,15,11,2020
21196,0,0,0.0,1.0,1.0,1.0,0.0,1.0,2,3,2009
8450,0,2,0.0,2.0,1.0,1.0,0.0,1.0,10,1,2008
25933,0,3,0.0,1.0,1.0,1.0,0.0,1.0,22,3,2022
10700,0,1,0.0,2.0,3.0,3.0,0.0,1.0,19,6,2021
22933,0,2,0.0,2.0,1.0,1.0,0.0,1.0,16,6,2007
12013,0,0,0.0,2.0,1.0,2.0,0.0,1.0,3,5,2008
21778,0,1,0.0,1.0,1.0,2.0,0.0,1.0,5,8,2006
3607,0,0,0.0,2.0,2.0,1.0,0.0,2.0,4,4,2006
1918,0,1,0.0,1.0,3.0,2.0,0.0,3.0,13,8,2021
16150,0,1,0.0,1.0,1.0,2.0,0.0,1.0,3,9,2013
