,STATISTICAL_MURDER_FLAG,BORO,PERP_SEX,PERP_AGE_GROUP,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,Hour,Month,Year
11714,1,2,0.0,1.0,1.0,1.0,1.0,1.0,23,8,2021
11718,1,2,0.0,2.0,1.0,2.0,0.0,1.0,10,6,2010
11726,1,1,0.0,1.0,1.0,2.0,0.0,1.0,17,6,2007
11732,1,4,0.0,3.0,2.0,1.0,0.0,2.0,18,3,2016
11762,1,1,0.0,2.0,1.0,2.0,0.0,1.0,22,1,2011
11780,1,0,0.0,1.0,1.0,2.0,0.0,1.0,3,7,2011
11799,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,12,2012
11839,1,3,0.0,2.0,2.0,2.0,0.0,1.0,0,5,2013
11865,1,0,0.0,2.0,1.0,1.0,0.0,1.0,17,12,2014
11868,1,2,0.0,0.0,1.0,2.0,0.0,1.0,21,11,2015
11876,1,4,0.0,2.0,1.0,2.0,0.0,1.0,8,9,2020
11877,1,2,0.0,2.0,1.0,1.0,0.0,2.0,3,5,2007
11894,1,2,0.0,3.0,1.0,2.0,0.0,1.0,23,4,2010
11895,1,3,0.0,1.0,3.0,1.0,0.0,3.0,9,12,2021
11901,1,1,0.0,2.0,1.0,2.0,0.0,2.0,2,10,2021
11905,1,2,0.0,1.0,1.0,1.0,0.0,1.0,20,4,2017
11913,1,2,0.0,1.0,1.0,1.0,0.0,1.0,1,2,2007
11914,1,2,0.0,2.0,1.0,2.0,0.0,1.0,13,1,2019
11935,1,3,0.0,2.0,1.0,1.0,1.0,1.0,2,9,2010
11937,1,4,0.0,2.0,1.0,2.0,0.0,1.0,15,9,2021
11949,1,3,0.0,0.0,1.0,0.0,0.0,2.0,1,5,2008
11953,1,0,0.0,3.0,1.0,2.0,1.0,0.0,6,9,2018
11977,1,2,0.0,0.0,1.0,1.0,1.0,1.0,23,11,2020
11978,1,2,0.0,2.0,3.0,2.0,0.0,2.0,1,9,2008
11979,1,1,0.0,2.0,2.0,1.0,0.0,2.0,0,12,2018
11980,1,2,0.0,2.0,2.0,2.0,0.0,3.0,21,5,2010
11983,1,2,0.0,2.0,1.0,2.0,0.0,1.0,4,12,2008
11991,1,1,1.0,2.0,1.0,2.0,0.0,2.0,1,5,2006
11994,1,1,0.0,2.0,2.0,2.0,1.0,0.0,23,1,2010
11996,1,1,0.0,2.0,1.0,2.0,0.0,2.0,0,3,2015
11999,1,1,0.0,1.0,1.0,2.0,0.0,2.0,23,10,2007
12003,1,4,0.0,1.0,1.0,0.0,1.0,1.0,15,5,2008
12005,1,2,0.0,1.0,1.0,1.0,0.0,3.0,23,5,2007
12008,1,2,0.0,2.0,1.0,4.0,0.0,1.0,0,4,2006
12022,1,2,0.0,2.0,1.0,2.0,0.0,1.0,0,5,2021
12039,1,0,0.0,1.0,1.0,1.0,0.0,1.0,10,6,2009
12040,1,1,0.0,2.0,1.0,1.0,0.0,2.0,0,10,2006
12048,1,3,0.0,1.0,1.0,2.0,0.0,1.0,3,1,2008
12052,1,1,0.0,0.0,1.0,2.0,0.0,2.0,0,5,2021
12065,1,1,0.0,1.0,1.0,2.0,0.0,2.0,23,2,2006
12100,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0,8,2006
12121,1,2,0.0,2.0,1.0,2.0,0.0,4.0,3,7,2019
12125,1,3,0.0,2.0,1.0,3.0,0.0,1.0,2,8,2014
12135,1,2,0.0,1.0,1.0,1.0,0.0,1.0,4,10,2006
12147,1,2,0.0,2.0,1.0,2.0,1.0,1.0,20,6,2010
12153,1,1,0.0,2.0,1.0,2.0,1.0,1.0,18,6,2017
12162,1,1,0.0,2.0,1.0,3.0,0.0,1.0,3,8,2020
12169,1,0,0.0,0.0,1.0,0.0,0.0,1.0,12,9,2015
12172,1,2,1.0,2.0,1.0,2.0,0.0,3.0,20,5,2012
12184,1,3,0.0,2.0,1.0,1.0,0.0,1.0,3,2,2016
12186,1,1,0.0,2.0,1.0,0.0,0.0,3.0,20,9,2011
12192,1,2,0.0,1.0,1.0,1.0,0.0,1.0,19,8,2006
12196,1,4,0.0,2.0,2.0,1.0,1.0,2.0,2,6,2021
12202,1,0,0.0,2.0,1.0,1.0,0.0,1.0,3,8,2012
12227,1,3,0.0,0.0,1.0,0.0,0.0,1.0,23,5,2006
12244,1,4,0.0,1.0,1.0,1.0,0.0,1.0,0,11,2015
12248,1,2,0.0,1.0,1.0,2.0,0.0,1.0,4,11,2009
12257,1,3,0.0,1.0,2.0,2.0,0.0,1.0,2,2,2020
12278,1,2,0.0,1.0,2.0,0.0,0.0,1.0,18,9,2021
12281,1,0,0.0,2.0,1.0,2.0,0.0,1.0,4,12,2017
12286,1,0,0.0,1.0,1.0,2.0,1.0,1.0,4,2,2011
12303,1,1,0.0,2.0,2.0,2.0,0.0,2.0,9,9,2020
12315,1,4,0.0,4.0,2.0,3.0,0.0,2.0,18,3,2014
12319,1,2,0.0,1.0,1.0,0.0,0.0,1.0,22,8,2006
12321,1,3,0.0,1.0,1.0,1.0,0.0,1.0,2,7,2014
12349,1,2,0.0,1.0,2.0,0.0,1.0,0.0,7,10,2015
12357,1,1,0.0,1.0,3.0,0.0,0.0,1.0,22,9,2006
12361,1,2,0.0,2.0,1.0,1.0,0.0,1.0,17,4,2021
12370,1,1,0.0,2.0,1.0,2.0,0.0,1.0,4,4,2009
12377,1,1,0.0,1.0,3.0,1.0,0.0,1.0,22,12,2015
12386,1,2,0.0,0.0,1.0,0.0,0.0,1.0,18,10,2015
12388,1,4,0.0,1.0,2.0,1.0,0.0,1.0,0,9,2008
12402,1,2,0.0,1.0,1.0,4.0,0.0,1.0,10,10,2014
12410,1,1,0.0,2.0,1.0,2.0,0.0,1.0,4,12,2021
12439,1,1,0.0,1.0,1.0,1.0,0.0,1.0,16,6,2007
12451,1,1,0.0,2.0,1.0,0.0,0.0,1.0,23,5,2021
12463,1,2,0.0,2.0,1.0,2.0,0.0,0.0,0,12,2009
12467,1,3,0.0,2.0,1.0,2.0,0.0,1.0,20,9,2020
12474,1,2,0.0,1.0,1.0,2.0,0.0,1.0,20,5,2019
12489,1,1,0.0,1.0,1.0,0.0,0.0,1.0,15,7,2021
12492,1,2,0.0,1.0,1.0,2.0,0.0,1.0,7,9,2016
12506,1,0,0.0,2.0,2.0,2.0,0.0,3.0,4,3,2013
12529,1,0,0.0,2.0,1.0,3.0,0.0,1.0,21,7,2009
12533,1,1,0.0,1.0,1.0,3.0,0.0,1.0,1,6,2010
12538,1,0,0.0,1.0,1.0,2.0,0.0,1.0,11,2,2006
12564,1,3,0.0,0.0,1.0,3.0,0.0,1.0,20,9,2006
12589,1,0,0.0,1.0,1.0,2.0,1.0,1.0,19,4,2009
12594,1,2,0.0,2.0,1.0,4.0,0.0,4.0,18,12,2017
12596,1,2,0.0,2.0,1.0,2.0,0.0,1.0,10,1,2012
12599,1,0,0.0,1.0,1.0,1.0,0.0,1.0,21,9,2020
12615,1,1,0.0,2.0,1.0,2.0,0.0,3.0,4,7,2021
12621,1,3,0.0,2.0,1.0,2.0,0.0,1.0,10,2,2011
12624,1,1,0.0,0.0,2.0,1.0,0.0,3.0,4,11,2011
12632,1,1,0.0,1.0,2.0,1.0,0.0,2.0,2,5,2012
12633,1,2,0.0,1.0,1.0,1.0,0.0,1.0,14,1,2010
12648,1,2,1.0,2.0,1.0,2.0,0.0,4.0,2,7,2007
12649,1,0,0.0,1.0,1.0,1.0,0.0,1.0,5,11,2011
12652,1,2,0.0,2.0,1.0,2.0,0.0,1.0,2,5,2016
12662,1,3,0.0,1.0,3.0,2.0,0.0,1.0,4,11,2013
12670,1,1,0.0,2.0,1.0,2.0,0.0,1.0,21,4,2017
12673,1,1,0.0,1.0,1.0,1.0,0.0,1.0,20,7,2015
12678,1,2,0.0,2.0,1.0,3.0,0.0,1.0,17,8,2020
12687,1,0,0.0,1.0,1.0,3.0,0.0,1.0,19,11,2021
12694,1,1,0.0,1.0,1.0,2.0,0.0,2.0,2,10,2013
12696,1,1,0.0,1.0,1.0,1.0,0.0,1.0,21,8,2006
12715,1,0,0.0,2.0,1.0,1.0,0.0,1.0,21,12,2008
12717,1,2,0.0,0.0,1.0,2.0,0.0,1.0,23,9,2007
12728,1,3,0.0,2.0,1.0,3.0,0.0,0.0,16,12,2018
12734,1,1,1.0,2.0,2.0,2.0,0.0,2.0,16,9,2020
12744,1,1,0.0,1.0,2.0,2.0,0.0,2.0,4,8,2016
12748,1,2,0.0,2.0,1.0,2.0,0.0,1.0,20,9,2015
12751,1,1,0.0,1.0,2.0,1.0,0.0,1.0,1,12,2011
12764,1,1,0.0,0.0,1.0,3.0,1.0,3.0,20,11,2009
12778,1,2,0.0,1.0,1.0,2.0,0.0,1.0,0,3,2008
12779,1,2,0.0,2.0,1.0,3.0,1.0,1.0,13,4,2011
12798,1,2,0.0,0.0,1.0,2.0,0.0,3.0,19,11,2018
12801,1,1,0.0,2.0,1.0,1.0,0.0,2.0,23,8,2009
12822,1,2,0.0,1.0,4.0,1.0,1.0,1.0,1,3,2009
12842,1,2,0.0,2.0,1.0,1.0,0.0,1.0,17,7,2012
12851,1,1,0.0,1.0,1.0,1.0,0.0,1.0,23,2,2013
12856,1,0,0.0,1.0,1.0,1.0,0.0,1.0,19,10,2019
12897,1,1,0.0,2.0,2.0,2.0,0.0,1.0,23,5,2007
12915,1,1,0.0,2.0,1.0,3.0,0.0,3.0,15,3,2011
12924,1,2,0.0,2.0,1.0,4.0,0.0,1.0,1,9,2015
12939,1,1,0.0,1.0,1.0,1.0,0.0,1.0,23,8,2009
12941,1,1,0.0,3.0,1.0,2.0,0.0,1.0,19,10,2016
12970,1,2,0.0,1.0,1.0,2.0,0.0,1.0,21,8,2012
12974,1,0,0.0,2.0,1.0,1.0,0.0,1.0,1,5,2020
12983,1,2,0.0,2.0,1.0,2.0,0.0,2.0,21,7,2020
12998,1,2,0.0,2.0,1.0,2.0,0.0,1.0,0,8,2013
13006,1,3,0.0,1.0,1.0,2.0,0.0,1.0,23,2,2015
13012,1,3,0.0,2.0,1.0,2.0,0.0,1.0,18,10,2019
13026,1,2,0.0,2.0,1.0,2.0,0.0,1.0,2,11,2020
13030,1,2,0.0,2.0,1.0,3.0,0.0,1.0,1,5,2016
13032,1,2,0.0,2.0,1.0,2.0,0.0,1.0,10,6,2007
13064,1,2,0.0,1.0,1.0,1.0,0.0,1.0,5,8,2006
13082,1,3,0.0,1.0,1.0,1.0,0.0,1.0,0,9,2021
13096,1,3,0.0,2.0,2.0,3.0,1.0,2.0,13,12,2009
13115,1,2,0.0,2.0,1.0,3.0,0.0,1.0,21,6,2020
13117,1,2,0.0,2.0,1.0,2.0,0.0,1.0,20,5,2019
13125,1,2,0.0,2.0,1.0,2.0,0.0,1.0,4,6,2015
13136,1,3,0.0,2.0,2.0,3.0,1.0,2.0,18,5,2020
13139,1,1,0.0,1.0,1.0,2.0,1.0,1.0,23,9,2010
13148,1,2,0.0,2.0,1.0,1.0,0.0,1.0,19,9,2006
13176,1,1,0.0,1.0,3.0,1.0,0.0,2.0,4,10,2013
13182,1,2,0.0,1.0,1.0,2.0,0.0,1.0,14,2,2006
13184,1,0,0.0,2.0,1.0,1.0,0.0,1.0,2,5,2010
13191,1,1,0.0,2.0,1.0,2.0,0.0,1.0,1,1,2021
13192,1,2,0.0,2.0,1.0,1.0,0.0,1.0,20,6,2010
13194,1,2,0.0,2.0,1.0,2.0,0.0,1.0,11,4,2018
13211,1,2,0.0,0.0,2.0,2.0,0.0,2.0,20,8,2009
13222,1,2,0.0,1.0,1.0,1.0,0.0,3.0,22,9,2016
13226,1,0,0.0,1.0,2.0,1.0,0.0,3.0,1,7,2006
13238,1,2,0.0,1.0,1.0,2.0,0.0,1.0,22,8,2008
13262,1,2,0.0,2.0,1.0,2.0,0.0,0.0,18,12,2008
13284,1,2,0.0,2.0,1.0,2.0,0.0,1.0,23,10,2021
13288,1,3,0.0,1.0,3.0,1.0,0.0,1.0,19,1,2017
13298,1,2,0.0,3.0,2.0,2.0,0.0,2.0,18,12,2011
13308,1,2,0.0,1.0,1.0,3.0,0.0,2.0,13,10,2008
13312,1,1,0.0,2.0,1.0,1.0,0.0,1.0,3,2,2012
13315,1,1,0.0,1.0,1.0,2.0,0.0,1.0,1,8,2013
13326,1,2,0.0,0.0,1.0,3.0,1.0,1.0,0,7,2008
13328,1,1,0.0,1.0,1.0,1.0,0.0,1.0,20,10,2021
13334,1,1,0.0,2.0,1.0,1.0,0.0,1.0,18,3,2014
13342,1,3,0.0,0.0,2.0,1.0,0.0,2.0,18,10,2014
13350,1,3,0.0,2.0,2.0,3.0,0.0,2.0,13,3,2019
13351,1,0,0.0,1.0,1.0,0.0,0.0,1.0,21,10,2007
13353,1,1,0.0,2.0,1.0,1.0,0.0,1.0,18,10,2019
13354,1,1,0.0,0.0,2.0,1.0,0.0,2.0,3,6,2006
13362,1,0,0.0,1.0,1.0,1.0,0.0,1.0,19,10,2009
13364,1,1,0.0,2.0,4.0,1.0,0.0,2.0,2,12,2007
13365,1,2,0.0,2.0,4.0,2.0,0.0,4.0,3,3,2010
13368,1,0,0.0,2.0,1.0,2.0,0.0,1.0,5,1,2011
13379,1,3,0.0,2.0,3.0,0.0,0.0,3.0,19,11,2006
13388,1,2,0.0,3.0,3.0,3.0,0.0,3.0,13,3,2013
13390,1,2,0.0,1.0,1.0,0.0,0.0,1.0,12,7,2008
13402,1,2,0.0,2.0,1.0,2.0,0.0,1.0,0,6,2021
13405,1,0,0.0,1.0,4.0,1.0,0.0,4.0,3,9,2011
13411,1,1,0.0,1.0,3.0,1.0,0.0,2.0,16,2,2011
13414,1,2,0.0,2.0,1.0,2.0,0.0,1.0,1,9,2006
13420,1,2,0.0,2.0,1.0,2.0,0.0,3.0,20,5,2015
13422,1,2,0.0,2.0,2.0,1.0,0.0,3.0,14,4,2009
13423,1,1,0.0,1.0,2.0,1.0,0.0,1.0,20,10,2021
13431,1,1,0.0,2.0,2.0,1.0,0.0,1.0,16,1,2009
13437,1,1,0.0,0.0,1.0,2.0,0.0,1.0,15,11,2007
13438,1,2,0.0,2.0,2.0,2.0,1.0,1.0,18,7,2007
13454,1,4,0.0,2.0,1.0,1.0,0.0,1.0,7,5,2007
13457,1,1,1.0,2.0,2.0,1.0,0.0,1.0,23,1,2020
13474,1,0,0.0,3.0,1.0,3.0,0.0,2.0,17,6,2010
13475,1,0,1.0,2.0,2.0,2.0,0.0,1.0,23,6,2011
13480,1,1,0.0,2.0,3.0,1.0,0.0,2.0,18,1,2012
13485,1,1,0.0,1.0,2.0,2.0,1.0,1.0,23,6,2021
13488,1,1,0.0,1.0,1.0,2.0,0.0,1.0,19,9,2008
13501,1,2,0.0,1.0,1.0,1.0,0.0,1.0,17,6,2011
13504,1,0,0.0,1.0,1.0,0.0,0.0,1.0,15,10,2009
13516,1,1,0.0,2.0,1.0,1.0,0.0,1.0,18,6,2008
13521,1,1,0.0,0.0,1.0,2.0,0.0,2.0,18,3,2008
13525,1,2,0.0,2.0,4.0,3.0,0.0,4.0,12,6,2019
13558,1,1,0.0,1.0,1.0,1.0,0.0,1.0,18,12,2018
13559,1,1,0.0,1.0,2.0,2.0,0.0,2.0,1,2,2008
13571,1,2,0.0,1.0,1.0,2.0,0.0,1.0,15,9,2016
13577,1,2,0.0,1.0,1.0,1.0,0.0,1.0,16,6,2010
13581,1,2,0.0,0.0,2.0,0.0,1.0,1.0,14,10,2011
13582,1,0,0.0,2.0,1.0,2.0,0.0,1.0,2,7,2007
13591,1,2,0.0,1.0,1.0,2.0,0.0,1.0,1,4,2008
13599,1,1,0.0,1.0,1.0,1.0,0.0,3.0,23,1,2021
13618,1,1,0.0,3.0,1.0,2.0,0.0,1.0,1,8,2017
13623,1,2,0.0,0.0,2.0,1.0,0.0,1.0,18,12,2012
13625,1,1,0.0,1.0,3.0,2.0,0.0,2.0,18,5,2021
13629,1,4,0.0,3.0,2.0,2.0,1.0,3.0,17,5,2020
13640,1,0,0.0,2.0,1.0,2.0,1.0,1.0,5,1,2015
13650,1,1,0.0,1.0,1.0,1.0,1.0,1.0,19,4,2011
13656,1,2,1.0,0.0,1.0,2.0,0.0,1.0,18,6,2010
13663,1,0,1.0,1.0,1.0,2.0,0.0,1.0,14,3,2008
13664,1,3,0.0,1.0,1.0,1.0,0.0,1.0,0,6,2007
13668,1,2,0.0,0.0,1.0,0.0,0.0,1.0,15,4,2007
13671,1,3,0.0,0.0,2.0,1.0,0.0,3.0,8,9,2006
13701,1,0,0.0,3.0,1.0,3.0,0.0,1.0,18,4,2006
13713,1,1,0.0,2.0,1.0,1.0,0.0,3.0,3,11,2010
13731,1,0,0.0,1.0,3.0,1.0,0.0,1.0,14,12,2014
13747,1,1,0.0,2.0,1.0,1.0,0.0,3.0,22,4,2015
13757,1,4,0.0,2.0,2.0,2.0,0.0,1.0,8,8,2008
13762,1,2,0.0,2.0,1.0,2.0,0.0,1.0,2,8,2016
13766,1,1,0.0,2.0,1.0,3.0,1.0,2.0,21,1,2018
13768,1,3,0.0,1.0,1.0,2.0,0.0,1.0,21,12,2011
13769,1,2,0.0,0.0,1.0,0.0,0.0,1.0,18,10,2007
13775,1,4,0.0,3.0,2.0,2.0,0.0,1.0,17,5,2020
13783,1,2,0.0,1.0,1.0,2.0,0.0,1.0,17,7,2019
13787,1,3,0.0,1.0,1.0,2.0,0.0,1.0,19,8,2009
13825,1,2,0.0,2.0,1.0,1.0,0.0,1.0,12,12,2010
13833,1,2,0.0,0.0,1.0,2.0,0.0,1.0,22,8,2016
13837,1,0,0.0,3.0,2.0,2.0,1.0,2.0,15,1,2021
13841,1,3,0.0,2.0,2.0,2.0,0.0,1.0,16,4,2011
13845,1,3,0.0,2.0,1.0,2.0,0.0,1.0,7,6,2008
13846,1,1,0.0,2.0,1.0,2.0,0.0,3.0,4,3,2014
13854,1,3,0.0,2.0,1.0,2.0,0.0,1.0,16,6,2012
13873,1,1,0.0,1.0,1.0,2.0,0.0,3.0,21,9,2006
13876,1,2,0.0,1.0,2.0,1.0,0.0,1.0,17,5,2007
13877,1,0,0.0,2.0,2.0,2.0,0.0,1.0,12,7,2017
13878,1,2,0.0,1.0,1.0,2.0,0.0,3.0,3,7,2014
13887,1,1,0.0,1.0,1.0,3.0,0.0,3.0,3,2,2009
13891,1,0,1.0,1.0,1.0,1.0,0.0,2.0,18,2,2018
13909,1,3,0.0,2.0,1.0,1.0,1.0,1.0,23,11,2016
13917,1,1,0.0,1.0,3.0,2.0,0.0,2.0,4,4,2016
13926,1,2,0.0,2.0,1.0,2.0,0.0,1.0,23,7,2020
13941,1,1,0.0,2.0,1.0,2.0,0.0,1.0,1,5,2019
13947,1,1,0.0,1.0,1.0,0.0,0.0,1.0,23,5,2011
13953,1,1,0.0,1.0,1.0,3.0,0.0,1.0,21,12,2020
13955,1,3,0.0,1.0,1.0,2.0,0.0,1.0,5,7,2010
13958,1,3,0.0,2.0,2.0,2.0,0.0,1.0,2,7,2019
13967,1,2,0.0,0.0,1.0,0.0,0.0,1.0,21,2,2016
13969,1,0,0.0,2.0,1.0,1.0,1.0,1.0,2,5,2010
13975,1,0,0.0,1.0,3.0,1.0,0.0,1.0,4,7,2016
13986,1,4,0.0,1.0,2.0,2.0,1.0,2.0,19,10,2006
13993,1,2,0.0,1.0,2.0,3.0,0.0,0.0,7,10,2015
13994,1,2,0.0,1.0,1.0,0.0,0.0,1.0,15,11,2011
14006,1,2,0.0,2.0,1.0,2.0,0.0,2.0,21,7,2021
14017,1,1,0.0,2.0,1.0,3.0,0.0,1.0,23,9,2018
14021,1,1,0.0,1.0,1.0,1.0,0.0,1.0,21,12,2010
14031,1,0,0.0,2.0,1.0,3.0,0.0,1.0,4,4,2009
14036,1,2,0.0,1.0,3.0,1.0,0.0,1.0,15,4,2012
14039,1,0,0.0,1.0,1.0,2.0,0.0,1.0,23,4,2006
14041,1,0,0.0,1.0,1.0,2.0,0.0,1.0,5,8,2018
14046,1,2,0.0,1.0,1.0,2.0,0.0,1.0,20,6,2020
14049,1,1,0.0,2.0,1.0,1.0,0.0,1.0,17,1,2011
14051,1,1,0.0,3.0,1.0,2.0,0.0,4.0,14,6,2017
14058,1,2,0.0,2.0,3.0,2.0,1.0,2.0,22,1,2008
14060,1,2,0.0,2.0,1.0,2.0,1.0,1.0,21,9,2008
14063,1,1,0.0,2.0,2.0,1.0,0.0,1.0,20,8,2009
14067,1,0,0.0,2.0,1.0,2.0,0.0,1.0,4,8,2020
14076,1,2,0.0,1.0,1.0,2.0,0.0,3.0,1,6,2010
14083,1,0,0.0,2.0,2.0,2.0,0.0,2.0,8,10,2009
14090,1,2,0.0,1.0,1.0,1.0,0.0,1.0,19,4,2010
14097,1,0,0.0,2.0,1.0,1.0,1.0,1.0,19,5,2007
14110,1,2,0.0,2.0,1.0,1.0,0.0,1.0,21,4,2020
14111,1,0,0.0,2.0,1.0,2.0,0.0,1.0,22,8,2020
14113,1,0,0.0,2.0,4.0,1.0,0.0,4.0,3,12,2013
14131,1,3,0.0,2.0,1.0,1.0,0.0,2.0,0,9,2010
14133,1,1,0.0,1.0,1.0,1.0,0.0,1.0,4,2,2012
14141,1,1,0.0,1.0,1.0,2.0,0.0,3.0,17,3,2015
14165,1,2,0.0,2.0,2.0,1.0,0.0,2.0,2,9,2007
14171,1,2,0.0,1.0,1.0,2.0,0.0,1.0,13,4,2006
14175,1,2,0.0,2.0,1.0,2.0,0.0,1.0,5,5,2008
14178,1,1,0.0,1.0,2.0,1.0,0.0,2.0,1,12,2011
14181,1,1,0.0,1.0,3.0,2.0,0.0,2.0,14,6,2007
14198,1,2,0.0,1.0,1.0,2.0,0.0,1.0,14,7,2007
14208,1,2,0.0,2.0,1.0,2.0,1.0,3.0,0,11,2016
14222,1,3,0.0,2.0,1.0,1.0,0.0,1.0,19,4,2020
14239,1,1,0.0,2.0,3.0,2.0,0.0,0.0,18,2,2020
14244,1,2,0.0,1.0,1.0,2.0,0.0,1.0,4,9,2016
14249,1,3,0.0,2.0,2.0,1.0,0.0,2.0,22,11,2006
14256,1,1,0.0,2.0,2.0,2.0,0.0,2.0,16,4,2008
14259,1,3,0.0,1.0,2.0,0.0,0.0,2.0,2,6,2008
14264,1,0,0.0,2.0,2.0,1.0,0.0,2.0,12,2,2019
14265,1,2,0.0,2.0,1.0,1.0,0.0,1.0,18,12,2012
14280,1,3,0.0,2.0,1.0,2.0,0.0,3.0,9,5,2009
14281,1,0,0.0,2.0,0.0,2.0,0.0,0.0,22,9,2009
14283,1,1,0.0,1.0,1.0,2.0,0.0,1.0,2,7,2006
14289,1,2,0.0,1.0,1.0,3.0,0.0,1.0,2,3,2013
14290,1,0,0.0,2.0,1.0,0.0,0.0,1.0,4,7,2006
14291,1,3,0.0,1.0,2.0,2.0,0.0,2.0,18,1,2010
14298,1,2,0.0,1.0,2.0,2.0,1.0,1.0,21,7,2020
14303,1,0,0.0,2.0,2.0,2.0,1.0,2.0,15,2,2011
14305,1,1,0.0,1.0,1.0,0.0,0.0,1.0,9,6,2006
14319,1,1,0.0,2.0,1.0,2.0,0.0,1.0,3,5,2021
14320,1,1,0.0,2.0,1.0,2.0,0.0,2.0,1,8,2012
14321,1,1,0.0,1.0,2.0,1.0,0.0,2.0,9,11,2015
14327,1,2,0.0,2.0,2.0,3.0,0.0,0.0,19,6,2021
14335,1,1,0.0,0.0,1.0,2.0,0.0,1.0,15,10,2007
14336,1,1,0.0,1.0,1.0,1.0,0.0,2.0,16,6,2007
14341,1,2,0.0,3.0,1.0,2.0,0.0,1.0,22,5,2017
14357,1,4,0.0,1.0,1.0,0.0,0.0,3.0,19,12,2019
14359,1,4,0.0,3.0,2.0,3.0,1.0,2.0,18,3,2016
14361,1,1,0.0,0.0,1.0,2.0,0.0,3.0,18,5,2007
14368,1,1,0.0,2.0,1.0,2.0,0.0,1.0,13,12,2021
14372,1,2,0.0,2.0,1.0,2.0,0.0,1.0,13,8,2020
14390,1,4,0.0,2.0,1.0,1.0,0.0,1.0,0,11,2009
14397,1,2,0.0,1.0,2.0,2.0,0.0,3.0,17,11,2009
14403,1,1,0.0,1.0,2.0,2.0,0.0,2.0,14,6,2007
14406,1,3,0.0,2.0,2.0,1.0,0.0,3.0,21,11,2019
14408,1,2,1.0,1.0,1.0,2.0,0.0,1.0,23,4,2013
14426,1,2,0.0,2.0,1.0,1.0,0.0,1.0,21,8,2006
14436,1,3,0.0,2.0,1.0,2.0,0.0,1.0,23,12,2019
14442,1,2,1.0,2.0,1.0,2.0,0.0,1.0,8,4,2013
14445,1,1,0.0,2.0,1.0,1.0,0.0,1.0,0,5,2018
14458,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,9,2009
14464,1,3,0.0,1.0,1.0,1.0,1.0,1.0,4,9,2011
14466,1,2,0.0,2.0,2.0,2.0,0.0,3.0,5,10,2007
14470,1,3,0.0,2.0,1.0,3.0,0.0,1.0,20,6,2011
14527,1,1,0.0,1.0,2.0,2.0,0.0,2.0,2,5,2006
14538,1,3,0.0,2.0,1.0,0.0,0.0,1.0,22,5,2021
14548,1,0,0.0,2.0,1.0,2.0,0.0,1.0,16,9,2021
14557,1,0,0.0,1.0,1.0,1.0,0.0,1.0,1,8,2021
14558,1,1,0.0,1.0,2.0,1.0,0.0,2.0,3,7,2006
14561,1,0,1.0,1.0,2.0,1.0,0.0,2.0,17,2,2011
14563,1,2,0.0,0.0,1.0,1.0,0.0,1.0,23,2,2009
14569,1,4,0.0,2.0,1.0,2.0,0.0,2.0,21,1,2008
14571,1,4,0.0,2.0,1.0,2.0,0.0,3.0,19,8,2007
14573,1,1,0.0,1.0,1.0,1.0,0.0,1.0,21,1,2021
14582,1,3,0.0,2.0,1.0,2.0,0.0,1.0,5,7,2010
14609,1,3,0.0,2.0,1.0,2.0,0.0,1.0,1,12,2011
14612,1,2,0.0,2.0,1.0,2.0,0.0,1.0,17,10,2016
14614,1,1,0.0,3.0,1.0,2.0,0.0,1.0,21,2,2020
14617,1,0,0.0,1.0,2.0,2.0,0.0,2.0,23,5,2017
14633,1,2,0.0,2.0,1.0,2.0,0.0,2.0,16,3,2013
14641,1,0,0.0,1.0,1.0,2.0,0.0,1.0,12,12,2020
14646,1,2,0.0,2.0,1.0,1.0,0.0,1.0,20,10,2007
14650,1,0,0.0,2.0,1.0,2.0,0.0,1.0,15,1,2015
14651,1,2,0.0,3.0,1.0,2.0,0.0,1.0,11,5,2007
14658,1,1,0.0,2.0,3.0,2.0,0.0,3.0,18,1,2012
14664,1,4,0.0,2.0,2.0,1.0,0.0,1.0,16,12,2020
14670,1,1,0.0,1.0,1.0,1.0,0.0,1.0,0,10,2013
14672,1,1,0.0,1.0,3.0,1.0,0.0,1.0,17,4,2010
14680,1,1,0.0,1.0,1.0,1.0,0.0,1.0,22,4,2009
14686,1,2,0.0,2.0,1.0,3.0,0.0,1.0,17,11,2015
14687,1,3,0.0,2.0,0.0,4.0,0.0,0.0,15,1,2015
14710,1,0,0.0,1.0,2.0,1.0,0.0,3.0,22,1,2015
14713,1,2,0.0,2.0,1.0,2.0,0.0,1.0,8,10,2010
14728,1,2,0.0,1.0,1.0,0.0,0.0,1.0,1,1,2006
14747,1,3,0.0,1.0,1.0,1.0,0.0,1.0,21,8,2012
14758,1,3,0.0,2.0,0.0,3.0,0.0,0.0,13,4,2018
14763,1,2,0.0,1.0,1.0,2.0,0.0,1.0,22,2,2010
14774,1,2,0.0,1.0,1.0,1.0,0.0,1.0,22,10,2021
14779,1,1,0.0,1.0,1.0,4.0,1.0,1.0,11,9,2006
14793,1,2,0.0,2.0,1.0,1.0,0.0,1.0,21,5,2020
14794,1,2,0.0,1.0,1.0,1.0,0.0,2.0,18,5,2006
